id;LOCphy_C;MVG_C;Volume_C;MI_C;qwen2_5_coder_32b_SLOC_R;qwen2_5_coder_32b_Cyclomatic_R;qwen2_5_coder_32b_Volume_R;qwen2_5_coder_32b_MI_R;qwen2_5_coder_32b_total_unsafe_block_R;qwen2_5_coder_32b_avg_unsafe_stmt_R;qwen2_5_coder_32b_total_uniq_type_R
transcoder-set:FAST_MULTIPLICATION_METHOD_WITHOUT_USING_MULTIPLICATION_OPERATOR_RUSSIAN_PEASANTS_ALGORITHM_prep:f_filled;1.0;1.0;46.507;150.804;3.0;1.0;48.432042660922164;132.79564043134945;0;0.0;2
json.h:allow_multi_line_strings_prep:json_skip_whitespace;35.0;11.0;776.845;76.2661;38.0;12.0;885.218534377559;74.0247645731003;0;0.0;2
json.h:allow_unquoted_keys_prep:json_value_as_number;6.0;2.0;158.123;115.184;8.0;2.0;133.437600046154;111.4061504682347;1;3.0;1
dap-3.10:ps_prep:pict_show;5.0;2.0;74.0088;122.085;5.0;2.0;79.9544533632097;121.68352869273883;0;0.0;1
libxml2:types_prep:libxml_xmlParserCtxtPtrWrap;11.0;2.0;371.382;100.924;10.0;2.0;222.90509710918678;105.12304173513807;1;5.0;1
libxml2:libxml2-py_prep:libxml_xmlXPathPopString;13.0;3.0;661.239;94.9884;21.0;4.0;554.533449696287;87.90447543787232;0;0.0;3
libosip2-5.3.1:osip_cseq_prep:osip_cseq_free;7.0;8.0;584.186;104.511;28.0;8.0;465.5856468145486;83.23314737816237;1;15.0;1
cflow-1.7:wordsplit_prep:wordsplit_free_words;15.0;3.0;397.458;95.3171;12.0;3.0;431.80637241354964;98.50103043947504;0;0.0;2
transcoder-set:EULERIAN_NUMBER_1_prep:len;1.0;1.0;121.114;145.827;3.0;1.0;98.09910819000814;129.1253938899138;0;0.0;1
transcoder-set:COUNT_DIGITS_FACTORIAL_SET_1_prep:min;1.0;2.0;83.7618;147.515;3.0;2.0;71.69925001442311;130.5255834285715;0;0.0;2
libxml2:libxml2-py_prep:libxml_xmlUCSIsGeometricShapes;13.0;3.0;518.058;96.2574;16.0;3.0;418.7639251168273;94.00006454941267;0;0.0;3
transcoder-set:COUNT_WAYS_BUILD_STREET_GIVEN_CONSTRAINTS_prep:cmpfunc;1.0;1.0;128.0;145.539;3.0;1.0;77.70923408096293;130.33701563969998;1;1.0;2
optipng-0.7.8:png_prep:png_get_copyright;6.0;1.0;106.274;117.48;11.0;1.0;144.94647495169912;106.04700099342412;0;0.0;1
nano-7.2:cut_prep:chop_next_word;6.0;2.0;129.268;116.232;8.0;2.0;123.18989788986397;111.82166636431751;1;3.0;1
findutils-4.9.0:util_prep:complete_pending_execdirs;9.0;2.0;109.393;110.531;8.0;2.0;89.85848369899593;113.46221967158317;1;3.0;0
transcoder-set:FIND_LARGEST_D_IN_ARRAY_SUCH_THAT_A_B_C_D_prep:len;1.0;1.0;121.114;145.827;3.0;1.0;71.69925001442311;130.75558342857153;1;1.0;1
tmux:layout_prep:layout_resize;32.0;11.0;1117.6;75.8266;17.0;5.0;579.0130902818053;90.87305338039516;0;0.0;3
bzip2:bzlib_prep:BZ2_bzflush;4.0;1.0;43.0196;128.751;4.0;1.0;68.0;126.37059128294203;0;0.0;1
transcoder-set:N_TH_NUMBER_WHOSE_SUM_OF_DIGITS_IS_TEN_2_prep:f_filled;1.0;1.0;22.4588;154.589;4.0;1.0;31.69925001442312;130.33930763674556;0;0.0;1
libxml2:xmlunicode_prep:xmlUCSIsCatLt;4.0;1.0;89.8585;124.921;3.0;1.0;57.3594000115385;131.9159298954054;0;0.0;1
findutils-4.9.0:pred_prep:pred_context;18.0;2.0;613.168;90.3391;3.0;1.0;50.18947501009619;132.61029313705293;0;0.0;2
libxml2:xmlunicode_prep:xmlUCSIsCatNo;4.0;1.0;89.8585;124.921;3.0;1.0;57.3594000115385;131.9159298954054;0;0.0;1
transcoder-set:POSSIBLE_FORM_TRIANGLE_ARRAY_VALUES_prep:max;1.0;2.0;83.7618;147.515;3.0;2.0;71.69925001442311;130.5255834285715;0;0.0;2
json.h:allow_inf_and_nan_prep:json_extract_value_ex;23.0;3.0;734.426;85.1997;22.0;2.0;564.7783793841037;87.51565854793628;0;0.0;4
optipng-0.7.8:png_prep:png_reset_crc;5.0;1.0;96.0;120.962;7.0;2.0;138.3016990363956;113.38318046182295;0;0.0;1
dap-3.10:prob_prep:zpoint;32.0;5.0;1832.6;74.6349;31.0;5.0;1588.9535702186915;75.89108636495587;0;0.0;1
tar-1.34:modechange_prep:mode_adjust;54.0;16.0;2811.68;61.4025;47.0;19.0;2520.640725947599;63.52981314881272;0;0.0;4
cpio-2.14:rtapelib_prep:rmt_ioctl__;55.0;12.0;3946.71;60.2619;28.0;6.0;438.86228838418543;84.00052145127991;1;16.0;3
transcoder-set:FIND_MAXIMUM_PRODUCT_OF_A_TRIPLET_IN_ARRAY_1_prep:cmpfunc;1.0;1.0;128.0;145.539;3.0;1.0;77.70923408096293;130.33701563969998;1;1.0;2
gprolog-1.5.0:wam2ma_prep:F_switch_on_integer;19.0;3.0;1066.42;86.3554;27.0;2.0;999.8259933019748;81.22802023358528;2;3.5;3
transcoder-set:SQUARE_ROOT_OF_AN_INTEGER_1_prep:main;14.0;3.0;548.159;94.7631;14.0;3.0;418.7639251168273;96.16327310992995;1;1.0;2
tulipindicators-0.9.1:tiamalgamation_prep:ti_min_ref;16.0;8.0;1274.54;87.0623;21.0;6.0;933.5628067869778;84.73589365209202;0;0.0;5
make-4.4.1:posixos_prep:jobserver_pre_acquire;6.0;4.0;142.624;115.26;7.0;4.0;133.97977094150824;113.0882736930588;1;2.0;0
transcoder-set:NUMBER_SUBSTRINGS_STRING_prep:f_gold;4.0;1.0;125.336;123.191;4.0;1.0;104.2481250360578;124.14880719854978;0;0.0;1
json.h:allow_unquoted_keys_prep:json_hexadecimal_digit;12.0;7.0;311.777;99.2746;12.0;7.0;319.62990083359426;99.1452606872848;0;0.0;1
binn-3.0:binn_prep:binn_map_object;5.0;1.0;169.917;117.993;5.0;1.0;233.83308753677895;116.33314650806238;0;0.0;3
nettle-3.9.1:hmac-sha1_prep:nettle_hmac_sha1_set_key;6.0;1.0;252.173;112.987;5.0;1.0;183.93582785626526;117.58125375590842;1;1.0;2
diffutils-3.10:hash-pjw_prep:hash_pjw;9.0;2.0;343.482;104.581;11.0;2.0;387.7443751081734;100.70029584427138;1;3.0;3
gprolog-1.5.0:terminal_prep:Pl_LE_Open_Terminal;27.0;3.0;738.747;82.5717;21.0;3.0;708.2438973275413;86.86223619384509;0;0.0;2
less-633:search_prep:chg_hilite;7.0;2.0;100.0;115.069;9.0;2.0;88.0;111.66281041186657;1;4.0;0
libosip2-5.3.1:osip_uri_prep:osip_uri_param_clone;19.0;5.0;698.542;88.0953;25.0;5.0;640.0;84.10457712009581;1;14.0;3
tar-1.34:regex_prep:rpl_regfree;16.0;2.0;504.018;93.2665;14.0;2.0;442.27665282929956;96.10920615242486;1;9.0;1
tmux:imsg-buffer_prep:msgbuf_init;7.0;2.0;307.192;109.233;8.0;1.0;225.14015821251002;108.91608672977617;1;4.0;1
screen-4.9.0:canvas_prep:EqualizeCanvas;19.0;6.0;432.44;90.359;20.0;6.0;482.96104373657136;88.95346999125287;0;0.0;3
libxml2:globals_prep:xmlIsMainThread;4.0;1.0;39.8631;129.148;3.0;1.0;24.0;136.4466010057673;0;0.0;0
transcoder-set:PROGRAM_BINARY_DECIMAL_CONVERSION_prep:f_filled;1.0;1.0;22.4588;154.589;4.0;1.0;31.69925001442312;130.33930763674556;0;0.0;1
json-c:json_object_prep:json_object_set_int;4.0;1.0;96.0;124.577;3.0;1.0;70.30835464468075;130.8574496241963;0;0.0;2
optipng-0.7.8:gzlib_prep:gzoffset;5.0;2.0;141.777;118.705;4.0;2.0;131.76952268336282;122.70054869759798;0;0.0;1
units-2.22:units_prep:freeunit;11.0;5.0;408.938;99.7336;18.0;7.0;642.3457977600958;88.94731824279809;0;0.0;1
transcoder-set:GCD_ELEMENTS_GIVEN_RANGE_prep:f_gold;3.0;2.0;85.9516;129.583;3.0;2.0;74.00879436282185;130.360724493381;0;0.0;2
tar-1.34:closeout_prep:close_stdout_set_file_name;5.0;1.0;51.8062;124.17;5.0;1.0;50.18947501009619;124.3349180320439;1;1.0;1
nettle-3.9.1:sha1_prep:nettle_sha1_update;6.0;5.0;1405.4;103.133;29.0;5.0;1272.0621882023518;78.128155463653;0;0.0;4
transcoder-set:DICE_THROW_PROBLEM_prep:len;1.0;1.0;121.114;145.827;5.0;1.0;85.11011351724513;121.58858728802119;1;1.0;1
gprolog-1.5.0:c_supp_prep:Pl_Rd_List;11.0;5.0;827.188;96.0703;26.0;5.0;529.0961354900353;84.45875132510017;0;0.0;1
libosip2-5.3.1:osip_via_prep:osip_via_get_host;5.0;2.0;147.149;118.512;7.0;2.0;101.57915548582149;114.98789615722032;0;0.0;1
rcs-5.10.1:b-divvy_prep:accumulate_byte;5.0;2.0;460.0;112.585;10.0;2.0;275.9372793194778;104.01321882003775;1;5.0;2
libxml2:globals_prep:xmlThrDefPedanticParserDefaultValue;8.0;1.0;136.0;111.537;10.0;1.0;137.6075250475963;107.8612123118774;1;4.0;1
wget-1.21.4:asnprintf_prep:asnprintf;10.0;1.0;253.319;104.688;10.0;1.0;468.0465813950312;101.49556880942477;0;0.0;3
json.h:allow_equals_in_object_prep:json_write_minified_object;21.0;5.0;636.031;86.9614;26.0;5.0;769.392452541745;82.51170994424325;1;17.0;2
transcoder-set:CHECK_NUMBER_IS_PERFECT_SQUARE_USING_ADDITIONSUBTRACTION_prep:f_filled;1.0;1.0;24.0;154.244;4.0;1.0;44.97261104228487;128.52055231282995;0;0.0;1
libxml2:xmlschemastypes_prep:xmlSchemaGetCanonValueWhtsp;39.0;14.0;1738.59;69.634;17.0;6.0;283.6339404013986;94.35398461082661;1;3.0;3
libxml2:encoding_prep:xmlInitEncodingInternal;7.0;2.0;202.119;111.41;9.0;2.0;166.9080620655929;108.33425754895946;0;0.0;0
transcoder-set:SCHEDULE_JOBS_SERVER_GETS_EQUAL_LOAD_prep:f_filled;1.0;1.0;64.5293;149.101;4.0;1.0;76.14709844115208;125.7821630777101;0;0.0;3
gprolog-1.5.0:wam_inst_prep:Pl_Put_List;6.0;1.0;215.493;113.804;7.0;1.0;183.39850002884623;112.14561640357277;1;1.0;1
transcoder-set:FAST_MULTIPLICATION_METHOD_WITHOUT_USING_MULTIPLICATION_OPERATOR_RUSSIAN_PEASANTS_ALGORITHM_prep:cmpfunc;1.0;1.0;128.0;145.539;3.0;1.0;77.70923408096293;130.33701563969998;1;1.0;2
pth-2.0.7:pth_lib_prep:pth_fdmode;16.0;7.0;570.017;91.4766;21.0;7.0;640.2471566401174;86.46709423179595;0;0.0;3
transcoder-set:WRITE_A_C_PROGRAM_TO_FIND_THE_PARITY_OF_AN_UNSIGNED_INTEGER_prep:sort;1.0;1.0;110.361;146.31;3.0;1.0;118.94197037642039;128.12357512612607;0;0.0;2
libxml2:HTMLparser_prep:htmlNewSAXParserCtxt;15.0;3.0;515.224;93.9677;14.0;3.0;376.5189195894025;96.71623611473629;1;8.0;2
transcoder-set:SUM_FACTORS_NUMBER_prep:sort;1.0;1.0;110.361;146.31;3.0;1.0;144.94647495169912;127.09538533633435;0;0.0;2
binn-3.0:binn_prep:binn_list_null;3.0;1.0;158.457;126.632;3.0;1.0;133.437600046154;127.52558436702466;0;0.0;2
optipng-0.7.8:gzwrite_prep:gzclose_w;29.0;9.0;1104.71;77.9416;34.0;9.0;983.0848127083783;75.97134344261883;1;17.0;3
libxml2:xmlwriter_prep:xmlTextWriterWriteVFormatDTDElement;16.0;3.0;435.969;93.7907;14.0;3.0;342.3519001557697;97.21090764964367;0;0.0;4
units-2.22:units_prep:openfile;12.0;3.0;353.296;99.5445;16.0;4.0;648.0386653669016;91.49952081030467;1;10.0;2
transcoder-set:FIND_MINIMUM_DIFFERENCE_PAIR_prep:min;1.0;2.0;83.7618;147.515;3.0;2.0;71.69925001442311;130.5255834285715;0;0.0;2
transcoder-set:LONGEST_INCREASING_ODD_EVEN_SUBSEQUENCE_prep:max;1.0;2.0;83.7618;147.515;3.0;2.0;71.69925001442311;130.5255834285715;0;0.0;2
libxml2:xmlreader_prep:xmlTextReaderAttributeCount;32.0;9.0;995.201;76.8898;30.0;9.0;745.0;79.44100448149939;1;16.0;1
tar-1.34:list_prep:uintmax_from_header;5.0;1.0;140.182;118.994;3.0;1.0;128.0;127.74192355119462;0;0.0;2
less-633:input_prep:back_line;180.0;48.0;5209.74;31.331;48.0;15.0;999.8259933019748;68.9171210861476;0;0.0;0
tulipindicators-0.9.1:tiamalgamation_prep:ti_cci_start;4.0;1.0;136.162;122.76;4.0;1.0;102.18657103125848;124.25266994468964;0;0.0;1
screen-4.9.0:canvas_prep:ResizeCanvas;182.0;63.0;7506.03;25.8031;15.0;4.0;357.36139452850404;95.64009932955824;0;0.0;1
gprolog-1.5.0:stream_c_prep:Pl_Set_Debugger_Streams_2;8.0;1.0;185.843;109.914;8.0;1.0;161.42124551085624;110.64615664966999;1;4.0;0
screen-4.9.0:help_prep:ZmodemPage;7.0;3.0;220.921;110.718;8.0;3.0;252.1729375396636;107.86644844123913;0;0.0;0
transcoder-set:DOUBLE_FACTORIAL_1_prep:len;1.0;1.0;121.114;145.827;3.0;1.0;57.3594000115385;131.9159298954054;0;0.0;1
transcoder-set:DISTRIBUTING_M_ITEMS_CIRCLE_SIZE_N_STARTING_K_TH_POSITION_prep:f_filled;1.0;1.0;46.507;150.804;3.0;1.0;57.3594000115385;131.9159298954054;0;0.0;3
transcoder-set:FIND_MAXIMUM_DOT_PRODUCT_TWO_ARRAYS_INSERTION_0S_prep:f_filled;1.0;1.0;87.5692;147.513;4.0;1.0;106.27403387250882;124.04872223629258;0;0.0;4
optipng-0.7.8:pngerror_prep:png_app_warning;8.0;2.0;169.458;110.163;9.0;2.0;168.55519570060713;108.28319285835668;1;4.0;2
nettle-3.9.1:gmp-glue_prep:_nettle_mpn_set_base256_le;27.0;6.0;861.676;81.0813;26.0;6.0;883.9960807619839;81.55968241272862;0;0.0;7
libxml2:libxml2-py_prep:libxml_xmlUCSIsControlPictures;13.0;3.0;518.058;96.2574;14.0;3.0;458.4318961753476;95.69265018875899;0;0.0;3
libosip2-5.3.1:osip_port_prep:osip_tolower;5.0;2.0;134.886;118.964;7.0;2.0;181.52097998526924;111.96912514130801;0;0.0;2
patch-2.7.6:quotearg_prep:quotearg_char_mem;8.0;1.0;222.905;108.968;5.0;1.0;203.5602880225656;117.05410229200447;0;0.0;3
transcoder-set:MINIMUM_LENGTH_SUBARRAY_SUM_GREATER_GIVEN_VALUE_1_prep:main;26.0;3.0;5426.35;72.8139;22.0;3.0;1318.4326310414438;82.87727792705093;1;1.0;5
libxml2:valid_prep:xmlCopyAttributeTable;5.0;1.0;74.0088;122.315;3.0;1.0;66.60791492653966;131.13859917480173;0;0.0;1
dap-3.10:ps_prep:pict_circle;7.0;1.0;232.193;110.919;8.0;1.0;254.75441052116813;108.27348710232872;1;4.0;4
libxml2:hash_prep:xmlHashScanFull3;35.0;21.0;2058.16;68.8996;12.0;3.0;495.5959501564604;97.78455518718718;1;6.0;5
transcoder-set:CALCULATE_ANGLE_HOUR_HAND_MINUTE_HAND_prep:len;1.0;1.0;121.114;145.827;3.0;1.0;121.11360846386408;128.02949002988194;0;0.0;1
transcoder-set:ZECKENDORFS_THEOREM_NON_NEIGHBOURING_FIBONACCI_REPRESENTATION_prep:f_gold;10.0;4.0;263.106;103.801;14.0;4.0;279.68271254399053;98.03226114619292;0;0.0;4
libxml2:libxml2-py_prep:libxml_htmlParseDoc;12.0;2.0;453.995;98.4705;13.0;2.0;431.0150790036581;97.44387641611164;0;0.0;4
nettle-3.9.1:streebog_prep:nettle_streebog256_init;8.0;1.0;285.404;107.683;8.0;1.0;390.9162506273097;106.04688163456296;1;4.0;1
json.h:allow_multi_line_strings_prep:json_hexadecimal_digit;12.0;7.0;311.777;99.2746;12.0;7.0;319.62990083359426;99.1452606872848;0;0.0;1
libxml2:libxml2-py_prep:libxml_xmlParseCDSect;13.0;4.0;766.383;93.9911;18.0;4.0;615.513962033396;89.8591978491073;0;0.0;3
transcoder-set:DIFFERENT_WAYS_SUM_N_USING_NUMBERS_GREATER_EQUAL_M_prep:cmpfunc;1.0;1.0;128.0;145.539;4.0;1.0;97.67226489021297;124.48761963017122;1;1.0;2
rcs-5.10.1:rcsedit_prep:setmtime;10.0;2.0;361.21;102.613;14.0;2.0;242.49926261033687;99.23407817836065;1;3.0;1
libxml2:xmlreader_prep:xmlTextReaderIsNamespaceDecl;16.0;5.0;446.542;93.2061;19.0;5.0;389.7218125612983;91.1298359834153;0;0.0;1
transcoder-set:MINIMUM_TIME_TO_FINISH_TASKS_WITHOUT_SKIPPING_TWO_CONSECUTIVE_prep:max;1.0;2.0;83.7618;147.515;3.0;2.0;71.69925001442311;130.5255834285715;0;0.0;2
tmux:tty_prep:tty_putcode_ptr2;7.0;3.0;300.828;109.112;7.0;3.0;206.43891887060175;111.07023178879504;0;0.0;3
libxml2:parserInternals_prep:xmlNewIOInputStream;17.0;5.0;678.725;90.0468;17.0;5.0;417.78636558097116;92.57009870959789;0;0.0;2
transcoder-set:COUNT_NUMBER_WAYS_TILE_FLOOR_SIZE_N_X_M_USING_1_X_M_SIZE_TILES_prep:f_gold;12.0;4.0;456.699;97.9796;14.0;4.0;432.3603085663539;95.76712296145251;0;0.0;2
robotfindskitten:robotfindskitten_prep:draw_in_place;1.0;1.0;53.7744;150.049;3.0;1.0;39.86313713864835;133.808130442365;0;0.0;0
libosip2-5.3.1:ist_prep:__osip_ist_free;7.0;4.0;362.221;107.917;16.0;4.0;358.15198247445016;94.58308407222275;0;0.0;1
transcoder-set:PERFECT_REVERSIBLE_STRING_prep:f_filled;1.0;1.0;33.2193;152.554;3.0;1.0;43.01955000865387;133.41187667215468;0;0.0;1
tulipindicators-0.9.1:nvi_prep:ti_nvi;18.0;6.0;1211.94;85.8761;21.0;4.0;1052.695362412207;84.57136884658783;1;1.0;6
transcoder-set:STEINS_ALGORITHM_FOR_FINDING_GCD_1_prep:len;1.0;1.0;121.114;145.827;3.0;1.0;96.0;129.23787032794388;0;0.0;1
transcoder-set:PYTHAGOREAN_QUADRUPLE_prep:f_filled;1.0;1.0;60.9444;149.398;4.0;1.0;85.95159310338741;125.15235316202265;0;0.0;4
optipng-0.7.8:png_prep:png_zfree;5.0;1.0;71.6993;122.48;3.0;1.0;64.5293250129808;131.30345810999222;0;0.0;2
patch-2.7.6:time_rz_prep:tzfree;11.0;3.0;147.149;105.509;10.0;3.0;261.51881261899075;104.06228913858196;0;0.0;1
optipng-0.7.8:crc32_prep:get_crc_table;3.0;1.0;62.9075;131.436;3.0;1.0;27.0;135.83412922035413;0;0.0;0
binn-3.0:binn_prep:binn_map_map;5.0;1.0;169.917;117.993;5.0;1.0;248.79590758313572;116.01061467560129;0;0.0;3
transcoder-set:PRIME_NUMBERS_prep:cmpfunc;1.0;1.0;128.0;145.539;3.0;1.0;77.70923408096293;130.33701563969998;1;1.0;2
transcoder-set:FIND_A_ROTATION_WITH_MAXIMUM_HAMMING_DISTANCE_prep:cmpfunc;1.0;1.0;128.0;145.539;3.0;1.0;77.70923408096293;130.33701563969998;1;1.0;2
nettle-3.9.1:gcm-aes192_prep:nettle_gcm_aes192_set_iv;6.0;1.0;191.756;114.411;5.0;1.0;151.23612512626255;118.59912555696411;1;1.0;3
json.h:allow_leading_or_trailing_decimal_point_prep:json_value_is_false;3.0;1.0;77.6618;130.34;9.0;2.0;88.0;111.66281041186657;1;4.0;1
heman:export_prep:heman_export_u8;11.0;5.0;612.022;97.6369;13.0;4.0;579.6089809147812;95.44358114131074;1;6.0;4
cflow-1.7:symbol_prep:ident_change_storage;19.0;5.0;359.491;91.5497;16.0;6.0;337.59701265360627;94.43042754739504;1;9.0;1
transcoder-set:EQUILIBRIUM_INDEX_OF_AN_ARRAY_1_prep:min;1.0;2.0;83.7618;147.515;3.0;2.0;71.69925001442311;130.5255834285715;0;0.0;2
libxml2:libxml2-py_prep:libxml_xmlURISetScheme;13.0;4.0;883.996;93.2487;23.0;5.0;748.8753204739651;84.63841665855622;0;0.0;4
libxml2:xmlwriter_prep:xmlTextWriterSetIndent;9.0;3.0;229.248;106.454;10.0;3.0;194.51316411045156;105.60152231213247;1;2.0;2
transcoder-set:BIN_PACKING_PROBLEM_MINIMIZE_NUMBER_OF_USED_BINS_prep:cmpfunc;1.0;1.0;128.0;145.539;3.0;1.0;77.70923408096293;130.33701563969998;1;1.0;2
findutils-4.9.0:fstype_prep:get_mounted_devices;34.0;5.0;840.752;77.7046;42.0;5.0;905.9093270268318;73.89326823726012;0;0.0;4
libxml2:libxml2-py_prep:libxml_htmlNewParserCtxt;8.0;1.0;237.185;108.645;9.0;1.0;174.165028051187;108.34294475575136;1;2.0;2
nettle-3.9.1:sexp-transport-format_prep:nettle_sexp_transport_vformat;27.0;11.0;1256.62;77.9693;15.0;5.0;593.0158090191251;92.77643724036835;0;0.0;5
libxml2:xmlunicode_prep:xmlUCSIsGurmukhi;4.0;2.0;95.1839;124.392;3.0;3.0;92.0;128.9991803229216;0;0.0;1
libxml2:xmlmemory_prep:xmlMallocLoc;6.0;1.0;159.911;115.355;3.0;1.0;104.2481250360578;128.8092567722686;1;1.0;3
gprolog-1.5.0:fd_symbolic_c_prep:Pl_Fd_Element_Var_I;7.0;2.0;351.862;108.527;10.0;1.0;267.56589711823784;104.4034189155958;1;4.0;2
tulipindicators-0.9.1:tiamalgamation_prep:ti_ceil_start;1.0;1.0;68.5324;148.788;4.0;1.0;57.3594000115385;127.25548032168658;0;0.0;1
nettle-3.9.1:gcm-camellia256_prep:nettle_gcm_camellia256_digest;6.0;2.0;446.934;109.781;3.0;1.0;57.3594000115385;131.9159298954054;0;0.0;3
transcoder-set:HEIGHT_COMPLETE_BINARY_TREE_HEAP_N_NODES_prep:main;14.0;3.0;551.828;94.7284;13.0;3.0;419.8342010754868;97.35054906434726;1;1.0;2
transcoder-set:CHECK_NUMBER_IS_PERFECT_SQUARE_USING_ADDITIONSUBTRACTION_prep:max;1.0;2.0;83.7618;147.515;3.0;2.0;71.69925001442311;130.5255834285715;0;0.0;2
libxml2:types_prep:libxml_xmlTextReaderPtrWrap;13.0;2.0;371.382;98.2182;9.0;2.0;272.62550365218334;105.78284667307803;0;0.0;1
transcoder-set:SUM_K_TH_GROUP_ODD_POSITIVE_NUMBERS_prep:max;1.0;2.0;83.7618;147.515;3.0;2.0;71.69925001442311;130.5255834285715;0;0.0;2
transcoder-set:SMALLEST_POWER_OF_2_GREATER_THAN_OR_EQUAL_TO_N_1_prep:len;1.0;1.0;121.114;145.827;3.0;1.0;59.207035490257475;131.75107096021492;0;0.0;1
libosip2-5.3.1:osip_via_prep:osip_via_clone;52.0;17.0;2256.5;62.9277;56.0;16.0;1541.9981962261693;63.93696381141828;1;36.0;3
mcsim-6.2.0:modelu_prep:IsOutput;4.0;1.0;66.6079;126.478;3.0;1.0;44.97261104228487;133.18100188654878;0;0.0;0
transcoder-set:MIDDLE_OF_THREE_USING_MINIMUM_COMPARISONS_2_prep:f_filled;1.0;1.0;46.507;150.804;4.0;1.0;57.3594000115385;127.25548032168658;0;0.0;3
optipng-0.7.8:deflate_prep:deflateInit_;5.0;1.0;171.3;117.951;3.0;1.0;154.28722505336555;126.77063791583328;0;0.0;4
json.h:allow_single_quoted_strings_prep:json_extract_get_value_size;26.0;5.0;694.562;83.0438;22.0;6.0;553.1819751543273;86.70353977038718;1;10.0;2
libxml2:parser_prep:xmlParseVersionNum;45.0;9.0;1727.48;68.4991;30.0;7.0;1123.3129807109476;77.76560681151906;1;20.0;3
tulipindicators-0.9.1:tiamalgamation_prep:ti_sin;1.0;2.0;413.433;139.213;9.0;2.0;328.0872376492793;104.81990823154182;0;0.0;4
transcoder-set:COUNT_MINIMUM_NUMBER_SUBSETS_SUBSEQUENCES_CONSECUTIVE_NUMBERS_prep:len;1.0;1.0;121.114;145.827;5.0;1.0;126.71134807876051;119.51916523939133;1;1.0;1
tar-1.34:misc_prep:code_ns_fraction;24.0;5.0;468.047;86.393;26.0;5.0;585.058226743789;83.9359369331464;1;18.0;2
tar-1.34:transform_prep:transform_program_p;5.0;1.0;68.5324;122.715;3.0;1.0;50.18947501009619;132.61029313705293;1;1.0;0
tar-1.34:localcharset_prep:locale_charset;15.0;3.0;261.343;97.4973;18.0;3.0;293.437600046154;93.94131946827314;0;0.0;0
make-4.4.1:loadapi_prep:gmk_alloc;5.0;1.0;59.207;123.476;3.0;1.0;50.18947501009619;132.61029313705293;0;0.0;1
optipng-0.7.8:gifread_prep:GIFDestroyImage;4.0;1.0;53.7744;127.591;3.0;1.0;39.86313713864835;133.808130442365;0;0.0;1
transcoder-set:SUM_MANHATTAN_DISTANCES_PAIRS_POINTS_prep:min;1.0;2.0;83.7618;147.515;3.0;2.0;71.69925001442311;130.5255834285715;0;0.0;2
transcoder-set:SUM_LARGEST_PRIME_FACTOR_NUMBER_LESS_EQUAL_N_prep:max;1.0;2.0;83.7618;147.515;3.0;2.0;71.69925001442311;130.5255834285715;0;0.0;2
tmux:session_prep:session_groups_RB_FIND;1.0;4.0;480.0;137.976;15.0;4.0;402.3650288398985;95.02331625769742;0;0.0;2
buffer-0.4.0:buffer_prep:buffer_new_with_string;4.0;1.0;79.9545;125.528;3.0;1.0;70.30835464468075;130.8574496241963;0;0.0;1
nano-7.2:global_prep:flip_newbuffer;1.0;1.0;22.4588;154.589;4.0;1.0;22.458839376460833;132.13127313109095;0;0.0;0
transcoder-set:MAXIMUM_EQULIBRIUM_SUM_ARRAY_prep:min;1.0;2.0;83.7618;147.515;3.0;2.0;71.69925001442311;130.5255834285715;0;0.0;2
transcoder-set:LCS_FORMED_CONSECUTIVE_SEGMENTS_LEAST_LENGTH_K_prep:max;1.0;2.0;83.7618;147.515;3.0;2.0;71.69925001442311;130.5255834285715;0;0.0;2
json.h:allow_equals_in_object_prep:json_write_pretty_get_object_size;26.0;5.0;819.577;82.1831;25.0;5.0;748.8753204739651;83.28763459374359;1;16.0;5
less-633:ifile_prep:hold_ifile;4.0;1.0;108.0;123.965;3.0;1.0;78.13781191217038;130.30841567072397;1;1.0;2
libxml2:tree_prep:xmlNodeGetAttrValue;15.0;4.0;567.268;93.2373;18.0;4.0;407.2719194355071;92.00667596286716;1;7.0;4
cpio-2.14:paxerror_prep:open_fatal;5.0;1.0;64.725;123.012;3.0;1.0;59.207035490257475;131.75107096021492;0;0.0;1
json.h:allow_hexadecimal_numbers_prep:json_write_minified_get_value_size;28.0;8.0;726.104;80.9223;12.0;7.0;440.0;97.48328369349039;1;7.0;2
transcoder-set:N_TH_NUMBER_WHOSE_SUM_OF_DIGITS_IS_TEN_prep:max;1.0;2.0;83.7618;147.515;3.0;2.0;71.69925001442311;130.5255834285715;0;0.0;2
libosip2-5.3.1:osip_port_prep:osip_trace_disable_level;3.0;1.0;57.1103;131.939;3.0;1.0;50.18947501009619;132.61029313705293;1;1.0;0
json.h:allow_equals_in_object_prep:utest_main;118.0;23.0;6816.8;42.5238;67.0;13.0;1734.9269097563467;61.1086326301959;0;0.0;2
transcoder-set:WAYS_TRANSFORMING_ONE_STRING_REMOVING_0_CHARACTERS_prep:sort;1.0;1.0;110.361;146.31;5.0;1.0;133.97977094150824;119.22912392632244;1;1.0;2
json-c:json_object_prep:json_object_array_get_idx;5.0;3.0;437.594;112.614;8.0;2.0;295.0;107.28077517181958;0;0.0;2
