id;LOCphy_C;MVG_C;Volume_C;MI_C;qwen2_5_coder_32b_SLOC_R;qwen2_5_coder_32b_Cyclomatic_R;qwen2_5_coder_32b_Volume_R;qwen2_5_coder_32b_MI_R;qwen2_5_coder_32b_total_unsafe_block_R;qwen2_5_coder_32b_avg_unsafe_stmt_R;qwen2_5_coder_32b_total_uniq_type_R
mcsim-6.2.0:mh_prep:LnLike;13.0;3.0;364.179;98.0901;14.0;3.0;373.28516483252554;96.76108950869317;0;0.0;4
hello-2.12.1:quotearg_prep:quotearg_buffer;13.0;2.0;491.143;96.7648;25.0;2.0;447.08400775135715;86.65992976558526;0;0.0;5
nettle-3.9.1:ecc-mod-arith_prep:_nettle_ecc_mod_equal_p;8.0;1.0;271.029;107.951;4.0;1.0;253.82374477961895;119.52150278848973;0;0.0;4
tmux:arguments_prep:args_parse;23.0;5.0;835.293;84.0705;23.0;5.0;808.51821755259;84.23993700320918;1;14.0;3
screen-4.9.0:screen_prep:Hangup;14.0;6.0;315.769;96.9412;17.0;6.0;286.7268228066066;94.29758821335426;1;11.0;0
libxml2:libxml2-py_prep:libxml_xmlUCSIsMiscellaneousMathematicalSymbolsA;13.0;3.0;518.058;96.2574;18.0;3.0;475.6861996976024;91.42923388107404;0;0.0;3
transcoder-set:FLOOR_IN_A_SORTED_ARRAY_1_prep:main;27.0;3.0;6251.64;71.4663;6.0;1.0;1965.097766233862;102.31035075875934;0;0.0;4
json-c:json_object_prep:json_object_new_double_s;17.0;3.0;465.694;92.4656;17.0;3.0;353.2961228838133;93.90194960873313;1;1.0;2
transcoder-set:TURN_OFF_THE_RIGHTMOST_SET_BIT_prep:cmpfunc;1.0;1.0;128.0;145.539;3.0;1.0;81.40967379910403;130.09511155839854;1;1.0;2
tulipindicators-0.9.1:tiamalgamation_prep:ti_max_start;3.0;1.0;87.5684;129.716;3.0;1.0;64.5293250129808;131.30345810999222;1;1.0;1
cflow-1.7:hash_prep:hash_do_for_each;21.0;5.0;498.571;88.2277;21.0;5.0;605.3272943230144;87.21873617953594;0;0.0;4
transcoder-set:PROGRAM_FOR_FACTORIAL_OF_A_NUMBER_2_prep:max;1.0;2.0;83.7618;147.515;3.0;2.0;71.69925001442311;130.5255834285715;0;0.0;2
tinycc:tccpp_prep:tok_str_dup;7.0;1.0;244.272;110.655;6.0;1.0;307.67071501168664;111.95254005788229;0;0.0;1
dap-3.10:prob_prep:tpoint;35.0;5.0;902.754;76.865;33.0;5.0;877.1073958975893;77.96810439992099;0;0.0;2
transcoder-set:COUNT_NUMBER_INCREASING_SUBSEQUENCES_SIZE_K_prep:cmpfunc;1.0;1.0;128.0;145.539;3.0;1.0;77.70923408096293;130.33701563969998;1;1.0;2
which-2.21:bash_prep:make_full_pathname;12.0;1.0;374.974;99.6949;8.0;1.0;360.5516191543203;106.46734432724492;1;1.0;3
transcoder-set:CHECK_IF_A_NUMBER_IS_POWER_OF_ANOTHER_NUMBER_1_prep:main;15.0;3.0;790.14;91.7441;13.0;3.0;580.8361000750002;95.66258359887445;0;0.0;3
transcoder-set:FIND_MINIMUM_DIFFERENCE_PAIR_prep:main;25.0;3.0;5632.88;73.2551;4.0;1.0;1063.5478919216112;112.07132988669568;0;0.0;2
tmux:cmd-find_prep:cmd_find_from_winlink;10.0;1.0;304.313;103.734;10.0;1.0;301.60285345449455;103.78074378834215;1;4.0;3
optipng-0.7.8:example_prep:test_gzio;3.0;1.0;101.95;128.925;6.0;1.0;140.55415752892034;116.02641363633037;1;1.0;4
hello-2.12.1:quotearg_prep:quote_n;5.0;1.0;108.0;120.35;3.0;1.0;77.70923408096293;130.33701563969998;0;0.0;2
tulipindicators-0.9.1:tiamalgamation_prep:ti_cvi;25.0;11.0;2610.0;75.4153;26.0;4.0;819.7054567065668;82.41232168577099;1;1.0;4
hello-2.12.1:xmalloc_prep:xcalloc;9.0;5.0;280.538;104.944;8.0;4.0;230.3215461889135;108.10776995537759;0;0.0;2
libxml2:libxml2-py_prep:libxml_xmlStrncat;13.0;2.0;500.0;96.6719;12.0;2.0;484.2618354584115;98.13485841092367;0;0.0;5
tar-1.34:file-has-acl_prep:file_has_acl;5.0;1.0;77.6618;122.065;3.0;1.0;68.0;131.03104085666087;0;0.0;2
tar-1.34:stripslash_prep:strip_trailing_slashes;13.0;2.0;272.025;99.8372;14.0;2.0;275.09775004326934;98.57821351633919;1;9.0;1
patch-2.7.6:xmalloc_prep:xcalloc;9.0;5.0;280.538;104.944;13.0;4.0;304.22721692772814;98.79539120821596;0;0.0;2
pexec-1.0rc8:numhash_prep:numhash_first_wdata;7.0;3.0;267.925;109.715;7.0;3.0;232.98948760600993;110.44109024342302;0;0.0;2
cflow-1.7:hash_prep:hash_free;33.0;9.0;822.058;77.3852;37.0;9.0;950.9775004326937;74.77417971740812;1;26.0;1
mtools-4.0.43:stream_prep:set_geom_pass_through;4.0;1.0;182.661;121.232;5.0;1.0;167.99629561116632;118.05260778658916;1;1.0;3
transcoder-set:C_PROGRAM_FACTORIAL_NUMBER_1_prep:cmpfunc;1.0;1.0;128.0;145.539;3.0;1.0;77.70923408096293;130.33701563969998;1;1.0;2
transcoder-set:FIND_SUM_EVEN_INDEX_BINOMIAL_COEFFICIENTS_1_prep:main;14.0;3.0;555.409;94.6948;14.0;3.0;425.0821285889304;96.08540281146449;1;1.0;2
tulipindicators-0.9.1:tiamalgamation_prep:ti_ceil;1.0;2.0;413.433;139.213;11.0;2.0;365.3589740763779;101.00951870402452;0;0.0;4
hello-2.12.1:closeout_prep:close_stdout_set_ignore_EPIPE;5.0;1.0;41.5132;125.322;5.0;1.0;44.97261104228487;124.90562678153975;1;1.0;1
gprolog-1.5.0:c_supp_prep:Pl_Mk_Compound;14.0;5.0;477.023;95.0259;16.0;5.0;396.82210161752647;93.81992471751296;0;0.0;4
gprolog-1.5.0:c_supp_prep:Pl_Check_For_Un_Codes;19.0;8.0;1130.1;84.9038;29.0;8.0;655.3898751389188;80.8866100577822;0;0.0;1
libxml2:tree_prep:xmlNodeSetLang;15.0;5.0;614.008;92.5955;17.0;5.0;482.15260359282684;91.82498834797707;0;0.0;3
json-c:json_object_iterator_prep:json_object_iter_next;6.0;3.0;197.654;113.794;7.0;3.0;114.22064766172812;114.14796875099378;1;5.0;1
pth-2.0.7:pth_high_prep:pth_send_ev;4.0;1.0;208.084;120.555;3.0;1.0;193.26196660226546;125.59943855958508;0;0.0;4
tar-1.34:buffer_prep:current_block_ordinal;5.0;1.0;60.9177;123.328;3.0;1.0;55.506595772116384;132.0866712701303;1;1.0;0
bc-1.07.1:stack_prep:dc_register_init;7.0;2.0;208.084;111.259;7.0;2.0;181.11039140121426;111.98090052379243;0;0.0;1
nettle-3.9.1:base64enc_prep:main;38.0;7.0;1417.65;72.726;27.0;6.0;808.9903526973306;81.40935041225194;1;11.0;0
libxml2:relaxng_prep:xmlRelaxNGFree;21.0;8.0;843.931;84.8008;5.0;2.0;85.95159310338741;121.30742763073243;0;0.0;1
gprolog-1.5.0:ma2asm_inst_prep:Dico_Double;6.0;1.0;149.278;115.713;4.0;1.0;184.47733175670794;121.18089306716769;0;0.0;1
transcoder-set:FIND_THE_MAXIMUM_ELEMENT_IN_AN_ARRAY_WHICH_IS_FIRST_INCREASING_AND_THEN_DECREASING_prep:f_filled;1.0;1.0;57.3594;149.713;3.0;1.0;68.53238859703687;130.99048733284963;0;0.0;3
lodepng:lodepng_prep:lodepng_info_cleanup;7.0;1.0;154.287;113.044;9.0;1.0;143.06119944376186;109.3659448115548;1;5.0;1
gprolog-1.5.0:arith_inl_c_prep:Pl_Fct_Fast_Inc;6.0;1.0;206.439;114.027;4.0;1.0;110.44611534953322;123.8484870076066;0;0.0;0
enscript-1.6.6:strhash_prep:strhash_get_next;22.0;8.0;713.138;84.9228;22.0;8.0;770.9990981130846;84.51713879583471;0;0.0;4
rcs-5.10.1:b-divvy_prep:forget;6.0;3.0;468.047;109.311;13.0;3.0;371.38196255841365;97.98821878448771;2;4.0;1
diffutils-3.10:util_prep:translate_range;8.0;1.0;239.749;108.589;6.0;1.0;203.13062045970605;114.11148064069081;1;2.0;3
transcoder-set:HOW_TO_PRINT_MAXIMUM_NUMBER_OF_A_USING_GIVEN_FOUR_KEYS_prep:cmpfunc;1.0;1.0;128.0;145.539;3.0;1.0;77.70923408096293;130.33701563969998;1;1.0;2
nettle-3.9.1:fat-x86_64_prep:nettle_aes256_encrypt;1.0;1.0;151.267;144.671;3.0;1.0;113.29982727264704;128.37628517727507;0;0.0;4
brotli-1.0.9:dictionary_prep:BrotliGetDictionary;3.0;1.0;43.0196;133.412;3.0;1.0;39.86313713864835;133.808130442365;1;1.0;0
gawk-5.2.2:eval_prep:update_NR;11.0;3.0;475.0;99.4149;10.0;3.0;330.22002279216196;102.84937381976737;1;3.0;0
transcoder-set:SUM_OF_ALL_ELEMENTS_UP_TO_NTH_ROW_IN_A_PASCALS_TRIANGLE_prep:sort;1.0;1.0;110.361;146.31;3.0;1.0;156.0801066523054;126.71056014948593;0;0.0;2
dap-3.10:dap0_prep:dap_malloc;18.0;5.0;435.989;91.4224;18.0;5.0;406.3373625190581;91.78862198710907;1;11.0;2
tmux:variadic_prep:cmdq_format;14.0;2.0;619.925;94.3534;12.0;2.0;584.5951646256513;97.15573045020531;0;0.0;4
enscript-1.6.6:regex_prep:re_match;11.0;1.0;306.495;102.153;4.0;1.0;236.83666567851094;119.88170355805394;0;0.0;5
bzip2:bzlib_prep:BZ2_bzopen;6.0;1.0;120.928;116.808;3.0;1.0;131.68575291675114;127.59430511571438;0;0.0;2
make-4.4.1:hash_prep:hash_find_item;6.0;3.0;269.344;112.184;10.0;3.0;218.26124091941205;105.00251946296682;1;5.0;2
transcoder-set:CHOCOLATE_DISTRIBUTION_PROBLEM_prep:cmpfunc;1.0;1.0;128.0;145.539;3.0;1.0;77.70923408096293;130.33701563969998;1;1.0;2
nettle-3.9.1:ccm-aes128_prep:nettle_ccm_aes128_set_nonce;8.0;1.0;266.274;108.044;12.0;1.0;144.4295354570819;104.65599520089089;1;1.0;6
pth-2.0.7:pth_data_prep:pth_key_setdata;22.0;9.0;1209.66;81.945;28.0;10.0;792.6706611484778;80.0061662302599;1;17.0;2
mcsim-6.2.0:modo_prep:CountOneDecl;7.0;2.0;151.621;112.905;8.0;2.0;151.6206750336681;110.74186144243689;1;2.0;3
mcsim-6.2.0:siminit_prep:InitIntegratorSpec;22.0;3.0;1018.62;84.2189;22.0;3.0;797.684982043425;85.490200702723;1;17.0;1
libxml2:libxml2-py_prep:libxml_xmlStrcmp;12.0;2.0;450.0;98.5164;15.0;2.0;488.39643276003255;94.47572406309476;0;0.0;6
nano-7.2:winio_prep:current_is_offscreen;4.0;2.0;64.5293;126.413;3.0;2.0;50.18947501009619;132.38029313705292;0;0.0;0
nano-7.2:chars_prep:control_mbrep;12.0;6.0;375.0;98.5445;16.0;6.0;323.33235014711585;94.65492284109415;1;9.0;2
transcoder-set:NTH_PENTAGONAL_NUMBER_prep:sort;1.0;1.0;110.361;146.31;5.0;1.0;188.86964917948671;117.44360894934448;1;1.0;2
transcoder-set:DELANNOY_NUMBER_1_prep:min;1.0;2.0;83.7618;147.515;3.0;2.0;75.28421251514428;130.27187457489046;0;0.0;2
tmux:grid_prep:grid_destroy;7.0;1.0;159.911;112.858;7.0;1.0;156.0;112.98700434760636;1;3.0;1
transcoder-set:MIDDLE_OF_THREE_USING_MINIMUM_COMPARISONS_2_prep:len;1.0;1.0;121.114;145.827;3.0;1.0;48.432042660922164;132.79564043134945;0;0.0;1
uucp-1.07:app3_prep:zsappend3;23.0;3.0;822.018;84.6138;19.0;3.0;758.0319633463005;88.13031566317058;1;3.0;3
nettle-3.9.1:gcm-aes_prep:nettle_gcm_aes_update;5.0;1.0;191.756;117.365;5.0;1.0;147.14866228501222;118.7416002227423;1;1.0;3
pth-2.0.7:pth_high_prep:pth_pwrite;20.0;5.0;1251.02;84.2342;29.0;5.0;911.6124787899524;79.86068962615875;1;17.0;4
gprolog-1.5.0:foreign_supp_prep:Pl_Atom_End_Of_File;4.0;1.0;33.2193;130.096;3.0;1.0;27.0;135.83412922035413;0;0.0;0
libxml2:HTMLparser_prep:htmlCtxtReadDoc;13.0;2.0;474.173;96.9476;10.0;2.0;330.3427076686749;103.07744225040751;0;0.0;5
transcoder-set:COUNT_NUMBER_WAYS_TILE_FLOOR_SIZE_N_X_M_USING_1_X_M_SIZE_TILES_prep:f_filled;1.0;1.0;34.8692;152.302;4.0;1.0;44.97261104228487;128.52055231282995;0;0.0;2
tulipindicators-0.9.1:kama_prep:ti_kama_start;3.0;1.0;87.5684;129.716;3.0;1.0;64.5293250129808;131.30345810999222;1;1.0;1
tulipindicators-0.9.1:tiamalgamation_prep:ti_trima;39.0;14.0;2750.2;67.2493;21.0;8.0;1106.0978392906961;83.39404957849959;0;0.0;6
heman:quaternion_prep:kmQuaternionIdentity;8.0;1.0;154.287;110.881;9.0;1.0;164.0894050155578;108.65282240170784;1;4.0;1
libzahl-1.0:zsplit_prep:zsplit;16.0;3.0;459.742;93.5146;20.0;3.0;404.01548851040104;90.57158044978418;0;0.0;4
transcoder-set:MAXIMIZE_VOLUME_CUBOID_GIVEN_SUM_SIDES_prep:sort;1.0;1.0;110.361;146.31;3.0;1.0;133.97977094150824;127.50449903133148;0;0.0;2
robotfindskitten:robotfindskitten_prep:initialize_kitten;14.0;4.0;745.206;92.9362;14.0;4.0;336.51484454403226;97.07033149442321;1;8.0;0
tinycc:libtcc_prep:tcc_add_include_path;5.0;1.0;149.339;118.665;6.0;1.0;134.88627376126118;116.24045016302631;1;1.0;2
less-633:search_prep:is_filtering;6.0;2.0;137.608;115.907;6.0;3.0;156.0801066523054;115.02157582441481;0;0.0;0
tar-1.34:buffer_prep:write_fatal_details;9.0;3.0;389.826;103.693;14.0;3.0;461.63547152504697;95.65643836400724;0;0.0;4
lodepng:lodepng_prep:lodepng_decode24_file;3.0;1.0;169.917;126.269;3.0;1.0;163.49851365001356;126.46910064633065;0;0.0;4
tulipindicators-0.9.1:ln_prep:ti_ln;1.0;2.0;413.433;139.213;11.0;2.0;351.86167516009664;101.20525830429904;0;0.0;4
libxml2:HTMLparser_prep:htmlCtxtUseOptions;60.0;12.0;1911.61;62.622;57.0;13.0;1504.448175419713;64.46842592578231;1;1.0;2
gprolog-1.5.0:write_c_prep:Pl_Write_Canonical_2;8.0;1.0;214.053;109.179;8.0;1.0;235.22522171496468;108.6882211084058;1;4.0;0
json.h:allow_leading_plus_sign_prep:json_skip_whitespace;35.0;11.0;776.845;76.2661;29.0;8.0;769.392452541745;80.05268141441039;0;0.0;2
tar-1.34:paxerror_prep:call_arg_fatal;6.0;3.0;304.313;111.55;11.0;3.0;368.2407707131671;100.7386642198168;0;0.0;2
transcoder-set:MULTIPLY_AN_INTEGER_WITH_3_5_prep:max;1.0;2.0;83.7618;147.515;3.0;2.0;71.69925001442311;130.5255834285715;0;0.0;2
tmux:notify_prep:notify_window;7.0;1.0;280.944;109.928;7.0;1.0;271.4137173634208;110.10730528199156;1;2.0;2
gawk-5.2.2:random_prep:gawk_random;19.0;3.0;535.053;89.9418;20.0;3.0;465.0;89.84054265937111;1;11.0;0
units-2.22:units_prep:hassubscript;13.0;4.0;343.482;98.1643;14.0;4.0;372.92368526624745;96.53612749207124;0;0.0;1
cpio-2.14:util_prep:change_dir;18.0;8.0;499.395;90.0263;17.0;7.0;468.0465813950312;91.51939114221759;1;9.0;0
nettle-3.9.1:ccm-aes256_prep:nettle_ccm_aes256_update;7.0;1.0;187.983;112.017;5.0;1.0;158.45715005480787;118.35658792599702;1;1.0;3
libxml2:pattern_prep:xmlPatternFromRoot;13.0;5.0;418.43;96.908;18.0;5.0;319.62990083359426;93.03672593593255;0;0.0;2
json.h:allow_location_information_prep:json_parse_array;57.0;9.0;2088.0;63.684;57.0;11.0;1804.2949431874076;63.98335851850122;1;34.0;2
transcoder-set:DYNAMIC_PROGRAMMING_SET_14_MAXIMUM_SUM_INCREASING_SUBSEQUENCE_prep:f_filled;1.0;1.0;44.9726;150.979;4.0;1.0;55.506595772116384;127.42622169641146;0;0.0;2
heman:vec4_prep:kmVec4Mul;7.0;1.0;306.857;109.469;9.0;1.0;320.0;105.17969266902564;1;4.0;3
optipng-0.7.8:pngxrjpg_prep:pngx_read_jpeg;24.0;6.0;680.409;84.2175;12.0;3.0;405.0;98.8342995244804;0;0.0;4
transcoder-set:PROGRAM_CHECK_PLUS_PERFECT_NUMBER_prep:min;1.0;2.0;83.7618;147.515;3.0;2.0;75.28421251514428;130.27187457489046;0;0.0;2
patch-2.7.6:quotearg_prep:quote;5.0;1.0;76.1471;122.167;3.0;1.0;57.3594000115385;131.9159298954054;0;0.0;1
libxml2:libxml2-py_prep:libxml_xmlUCSIsGeneralPunctuation;13.0;3.0;518.058;96.2574;11.0;2.0;309.1341075233367;101.87846560475774;0;0.0;3
gprolog-1.5.0:stream_supp_prep:Pl_Make_Stream_Tagged_Word;8.0;1.0;294.803;107.514;8.0;1.0;241.48052186828568;108.55174518652592;1;3.0;1
gawk-5.2.2:debug_prep:do_list;69.0;16.0;2255.58;58.5774;32.0;10.0;530.040678857802;79.93571884259823;1;5.0;2
mcsim-6.2.0:matutil_prep:InitdMatrix;20.0;6.0;646.108;87.4401;21.0;6.0;703.2222868014404;86.20923670466416;1;8.0;2
libxml2:xmlregexp_prep:xmlAutomataGetInitState;6.0;2.0;155.324;115.277;8.0;2.0;122.62388523751017;111.84561352428994;1;1.0;1
transcoder-set:FIND_FIRST_NATURAL_NUMBER_WHOSE_FACTORIAL_DIVISIBLE_X_prep:main;13.0;3.0;537.515;96.0656;11.0;3.0;444.67681638330095;99.75788821308373;0;0.0;2
libxml2:parser_prep:xmlParseFile;4.0;1.0;112.0;123.776;3.0;1.0;89.92418250750745;129.57785305025988;0;0.0;1
nettle-3.9.1:xts-aes128_prep:nettle_xts_aes128_set_decrypt_key;6.0;1.0;178.814;114.775;6.0;1.0;162.62707505625016;115.26790617663798;1;2.0;2
gawk-5.2.2:array_prep:array_vname;52.0;11.0;2598.82;63.5732;30.0;5.0;882.6621705499955;79.47930123721522;2;9.5;1
hello-2.12.1:xmalloc_prep:xzalloc;5.0;1.0;64.725;123.012;3.0;1.0;66.41714012534482;131.1535141041124;0;0.0;1
mcsim-6.2.0:mh_prep:ReadDataFile;14.0;4.0;548.159;94.5331;18.0;5.0;516.9925001442313;90.53623000893786;0;0.0;1
patch-2.7.6:inp_prep:ifetch;38.0;10.0;1254.57;72.6715;38.0;8.0;1145.7028065242691;73.60348184337067;0;0.0;1
transcoder-set:NEXT_POWER_OF_2_2_prep:cmpfunc;1.0;1.0;128.0;145.539;3.0;1.0;77.70923408096293;130.33701563969998;1;1.0;2
tmux:session_prep:session_groups_RB_PREV;1.0;7.0;683.058;135.452;20.0;7.0;501.25544658634306;88.53013477666441;1;12.0;1
json-c:arraylist_prep:array_list_new;4.0;1.0;74.2309;125.915;3.0;1.0;57.3594000115385;131.9159298954054;0;0.0;1
transcoder-set:SUM_PAIRWISE_PRODUCTS_2_prep:max;1.0;2.0;83.7618;147.515;3.0;2.0;75.28421251514428;130.27187457489046;0;0.0;2
transcoder-set:WRITE_AN_EFFICIENT_METHOD_TO_CHECK_IF_A_NUMBER_IS_MULTIPLE_OF_3_prep:sort;1.0;1.0;110.361;146.31;3.0;1.0;140.55415752892034;127.25539796140148;0;0.0;2
tmux:arguments_prep:args_strtonum;19.0;3.0;703.11;88.5214;19.0;3.0;635.5533106067319;89.04670946870358;0;0.0;6
libxml2:parser_prep:xmlSAXUserParseMemory;31.0;7.0;1131.32;77.1975;25.0;4.0;588.6682303160713;84.76932534364381;0;0.0;5
optipng-0.7.8:pngerror_prep:png_warning_parameter_unsigned;7.0;1.0;210.908;111.419;4.0;1.0;252.1729375396636;119.55543276631025;0;0.0;3
tmux:environ_prep:environ_copy;11.0;3.0;484.262;99.3144;11.0;3.0;390.1364966057106;100.43831390089025;0;0.0;2
tar-1.34:areadlink_prep:areadlink;5.0;1.0;166.797;118.09;3.0;1.0;140.1816079436383;127.26919925941144;0;0.0;1
mcsim-6.2.0:matutil_prep:ColumnMeans;8.0;5.0;504.772;103.798;23.0;5.0;556.3218377531258;86.18398944929379;1;15.0;4
transcoder-set:WRITE_ONE_LINE_C_FUNCTION_TO_FIND_WHETHER_A_NO_IS_POWER_OF_TWO_prep:max;1.0;2.0;83.7618;147.515;3.0;2.0;71.69925001442311;130.5255834285715;0;0.0;2
libxml2:catalog_prep:xmlCatalogAddLocal;21.0;6.0;822.236;85.3962;42.0;6.0;1099.8085926321723;72.65471671168237;1;15.0;2
libxml2:xmlunicode_prep:xmlUCSIsAegeanNumbers;4.0;2.0;95.1839;124.392;7.0;3.0;92.0;115.27295498464892;0;0.0;1
json-c:arraylist_prep:array_list_sort;4.0;1.0;217.131;120.333;5.0;1.0;215.22355371615927;116.76438400077575;1;1.0;1
gprolog-1.5.0:error_supp_prep:Pl_Set_C_Bip_Name;6.0;1.0;80.0;118.957;6.0;1.0;82.0447025077789;118.82572249197182;1;2.0;2
transcoder-set:COUNT_POSSIBLE_PATHS_TOP_LEFT_BOTTOM_RIGHT_NXM_MATRIX_1_prep:main;15.0;3.0;794.14;91.7178;13.0;3.0;592.0060250764426;95.56353298502682;1;1.0;3
transcoder-set:MAXIMUM_SUM_IARRI_AMONG_ROTATIONS_GIVEN_ARRAY_1_prep:cmpfunc;1.0;1.0;128.0;145.539;3.0;1.0;77.70923408096293;130.33701563969998;1;1.0;2
transcoder-set:PADOVAN_SEQUENCE_prep:main;14.0;3.0;548.159;94.7631;11.0;3.0;403.2541501125003;100.26634813587432;1;1.0;2
nano-7.2:prompt_prep:do_statusbar_end;4.0;1.0;48.432;128.135;5.0;1.0;64.72503367497927;123.01233597980831;1;1.0;0
gprolog-1.5.0:type_inl_c_prep:Pl_Blt_Non_Fd_Var;5.0;4.0;490.656;111.789;20.0;5.0;361.93385829686406;90.68353745555235;0;0.0;1
heman:ray2_prep:kmRay2IntersectBox;38.0;10.0;1961.37;70.3478;4.0;1.0;72.33974351909448;126.04888820852534;0;0.0;4
json.h:allow_location_information_prep:json_get_value_size;94.0;55.0;4152.15;41.4254;3.0;1.0;51.80615605397529;132.44543420186244;0;0.0;2
ed-1.19:buffer_prep:close_sbuf;18.0;3.0;318.577;93.5139;15.0;3.0;216.22022703449022;98.48283996116709;1;8.0;0
enscript-1.6.6:deffont_prep:afm_open_default_font;55.0;9.0;3081.1;62.2394;19.0;2.0;624.5033740997867;89.36791352885204;2;3.0;3
enscript-1.6.6:strhash_prep:strhash_get_first;19.0;7.0;589.371;88.519;20.0;7.0;630.8453923150421;87.33442094386244;0;0.0;4
cflow-1.7:parser_prep:reference;13.0;5.0;376.035;97.4635;16.0;5.0;380.7962075615274;94.03428811230408;1;5.0;2
transcoder-set:LARGEST_SUBARRAY_WITH_EQUAL_NUMBER_OF_0S_AND_1S_prep:f_filled;1.0;1.0;44.9726;150.979;4.0;1.0;55.506595772116384;127.42622169641146;0;0.0;2
optipng-0.7.8:pngerror_prep:png_safecat;13.0;6.0;392.551;97.01;17.0;6.0;461.24771598720076;91.8254805598126;0;0.0;4
gprolog-1.5.0:fd_range_prep:Pl_Range_Add_Value;18.0;6.0;584.595;89.6672;21.0;6.0;526.4492484318023;87.71473085891222;1;6.0;2
transcoder-set:PROGRAM_TO_FIND_THE_VOLUME_OF_A_TRIANGULAR_PRISM_prep:min;1.0;2.0;83.7618;147.515;3.0;2.0;71.69925001442311;130.5255834285715;0;0.0;2
lodepng:lodepng_prep:lodepng_decoder_settings_init;11.0;1.0;305.529;102.169;13.0;1.0;306.55971309377543;99.44567510288078;1;9.0;1
libxml2:libxml2-py_prep:libxml_xmlReaderNewDoc;17.0;3.0;873.205;89.1967;9.0;1.0;92.0;111.66166124649824;0;0.0;5
transcoder-set:MAXIMUM_TRIPLET_SUM_ARRAY_prep:f_filled;1.0;1.0;44.9726;150.979;4.0;1.0;55.506595772116384;127.42622169641146;0;0.0;2
less-633:edit_prep:forw_textlist;15.0;5.0;490.689;93.7614;20.0;5.0;423.0472331410691;89.87222122598574;1;10.0;2
json.h:allow_json5_prep:json_get_key_size;31.0;8.0;1072.31;77.246;31.0;8.0;1101.5317452045258;77.10623096115992;0;0.0;1
binn-3.0:binn_prep:binn_object_get_pair;3.0;1.0;187.296;125.762;3.0;1.0;184.47733175670794;125.84134264088652;0;0.0;4
transcoder-set:CHECK_IF_X_CAN_GIVE_CHANGE_TO_EVERY_PERSON_IN_THE_QUEUE_prep:main;25.0;3.0;4306.36;74.6514;3.0;1.0;28.52932501298081;135.5476318918851;0;0.0;1
nettle-3.9.1:sha512_prep:nettle_sha512_digest;9.0;3.0;381.56;103.805;5.0;1.0;148.67746297052548;118.68785355428315;0;0.0;3
tmux:attributes_prep:attributes_tostring;20.0;11.0;815.163;85.0815;19.0;10.0;796.3186989678028;86.26409123472725;1;4.0;1
lodepng:lodepng_prep:lodepng_chunk_append;14.0;5.0;782.323;92.4535;20.0;4.0;525.0;88.97946620294893;1;9.0;5
json-c:printbuf_prep:printbuf_memappend;17.0;5.0;634.999;90.3931;17.0;5.0;615.583003791291;90.55458090576954;1;9.0;3
nettle-3.9.1:rsa-sha256-sign_prep:nettle_rsa_sha256_sign;16.0;2.0;280.538;96.3132;11.0;2.0;218.51214931322758;103.68252017614537;1;6.0;3
optipng-0.7.8:compress_prep:compress2;32.0;9.0;1505.96;74.7357;46.0;4.0;1022.0481376319716;72.02227724738778;0;0.0;6
dap-3.10:sbstrans_prep:copylist;21.0;5.0;612.022;87.1615;20.0;5.0;625.134403875474;87.84171046977154;1;10.0;4
tulipindicators-0.9.1:tiamalgamation_prep:ti_dema_start;4.0;1.0;136.162;122.76;4.0;1.0;102.18657103125848;124.25266994468964;0;0.0;1
wget-1.21.4:iri_prep:idn_encode;30.0;9.0;1294.0;76.57;3.0;1.0;64.72503367497927;131.28771108481735;0;0.0;2
libxml2:parserInternals_prep:xmlCopyChar;9.0;4.0;342.352;104.139;12.0;4.0;235.02198590705459;101.43418112597422;1;1.0;3
transcoder-set:MINIMUM_TIME_TO_FINISH_TASKS_WITHOUT_SKIPPING_TWO_CONSECUTIVE_prep:f_gold;14.0;3.0;418.24;96.1698;12.0;3.0;386.42731221017624;99.07840459864093;0;0.0;3
transcoder-set:CHECK_POSSIBLE_TRANSFORM_ONE_STRING_ANOTHER_prep:sort;1.0;1.0;110.361;146.31;3.0;1.0;142.62362713128297;127.17939317502854;0;0.0;2
transcoder-set:COMPUTE_AVERAGE_TWO_NUMBERS_WITHOUT_OVERFLOW_prep:sort;1.0;1.0;110.361;146.31;3.0;1.0;135.93368043019473;127.42921188447858;0;0.0;2
tulipindicators-0.9.1:tiamalgamation_prep:ti_di_start;3.0;1.0;87.5684;129.716;3.0;1.0;64.5293250129808;131.30345810999222;1;1.0;1
cpio-2.14:copyin_prep:read_in_new_ascii;21.0;1.0;1520.63;83.3489;20.0;1.0;1558.717782881762;84.01071926167911;1;12.0;2
mtools-4.0.43:mk_direntry_prep:init_clash_handling;11.0;1.0;317.285;101.973;12.0;1.0;315.50075092677747;100.59287475054037;1;8.0;1
tmux:mode-tree_prep:mode_tree_expand_current;8.0;2.0;220.078;108.804;9.0;2.0;207.45254855459342;107.2034681615098;1;4.0;1
transcoder-set:SUM_LARGEST_PRIME_FACTOR_NUMBER_LESS_EQUAL_N_prep:min;1.0;2.0;83.7618;147.515;3.0;2.0;71.69925001442311;130.5255834285715;0;0.0;2
mtools-4.0.43:fat_prep:getSerialized;3.0;1.0;51.8062;132.445;3.0;1.0;51.89147427955946;132.43687749961728;1;1.0;1
