id;LOCphy_C;MVG_C;Volume_C;MI_C;qwen2_5_coder_32b_SLOC_R;qwen2_5_coder_32b_Cyclomatic_R;qwen2_5_coder_32b_Volume_R;qwen2_5_coder_32b_MI_R;qwen2_5_coder_32b_total_unsafe_block_R;qwen2_5_coder_32b_avg_unsafe_stmt_R;qwen2_5_coder_32b_total_uniq_type_R
wget-1.21.4:connect_prep:bind_local;41.0;11.0;1923.64;68.9879;47.0;8.0;1411.834331846842;69.07385442356086;0;0.0;5
cpio-2.14:paxerror_prep:readlink_error;5.0;1.0;64.725;123.012;5.0;1.0;84.0;121.65685846458237;1;1.0;1
gprolog-1.5.0:wam2ma_prep:F_put_list;7.0;1.0;282.026;109.908;10.0;1.0;288.85263754543286;104.0053548959218;1;4.0;2
transcoder-set:PRODUCT_MAXIMUM_FIRST_ARRAY_MINIMUM_SECOND_prep:f_filled;1.0;1.0;77.7092;148.135;3.0;1.0;89.85848369899593;129.58165357037313;0;0.0;4
libxml2:libxml2-py_prep:libxml_xmlParseExternalSubset;13.0;3.0;745.206;94.3668;19.0;3.0;641.1603771181208;89.00103449302351;0;0.0;6
nettle-3.9.1:rsa_prep:nettle_rsa_public_key_init;7.0;1.0;125.098;114.135;7.0;1.0;118.02800258378574;114.43746167231424;1;3.0;1
gprolog-1.5.0:arith_inl_c_prep:Pl_Fct_Log10;5.0;1.0;71.6993;122.48;3.0;1.0;66.60791492653966;131.13859917480173;0;0.0;1
tinycc:tccgen_prep:update_storage;21.0;6.0;882.424;85.0288;21.0;5.0;630.9018110842309;87.00355525043577;1;8.0;1
json.h:allow_leading_plus_sign_prep:json_write_minified_array;15.0;4.0;480.0;94.1059;20.0;4.0;505.2300234932675;89.17906531671706;1;13.0;2
gprolog-1.5.0:terminal_prep:Pl_LE_Put_Char;45.0;10.0;956.563;71.3427;39.0;11.0;846.5784284662086;74.06604652535464;1;25.0;1
transcoder-set:PROGRAM_CHECK_ARRAY_SORTED_NOT_ITERATIVE_RECURSIVE_prep:max;1.0;2.0;83.7618;147.515;3.0;2.0;71.69925001442311;130.5255834285715;0;0.0;2
nettle-3.9.1:shake256_prep:nettle_sha3_256_shake;16.0;2.0;464.084;93.6957;13.0;2.0;447.08400775135715;97.2535385375732;1;8.0;3
mcsim-6.2.0:random_prep:InvGGammaRandom;9.0;2.0;164.233;108.418;9.0;2.0;165.0586500259616;108.39219734684276;0;0.0;2
transcoder-set:MODULUS_TWO_FLOAT_DOUBLE_NUMBERS_prep:f_gold;9.0;5.0;285.247;104.858;18.0;5.0;284.98440323159184;93.6333183650887;0;0.0;3
transcoder-set:PROGRAM_CALCULATE_AREA_OCTAGON_prep:f_gold;3.0;1.0;113.3;128.376;3.0;1.0;78.86917501586544;130.25997049358904;0;0.0;1
json.h:allow_multi_line_strings_prep:json_write_pretty;42.0;10.0;1173.78;71.3962;38.0;10.0;1245.6253246618937;72.70866086406684;1;17.0;9
transcoder-set:MINIMUM_ROTATIONS_UNLOCK_CIRCULAR_LOCK_prep:min;1.0;2.0;83.7618;147.515;3.0;2.0;71.69925001442311;130.5255834285715;0;0.0;2
transcoder-set:CHECK_WHETHER_ARITHMETIC_PROGRESSION_CAN_FORMED_GIVEN_ARRAY_prep:f_gold;9.0;4.0;388.638;103.479;13.0;4.0;363.1099040750304;97.87535152578874;1;5.0;2
gawk-5.2.2:awkgram_prep:is_identchar;5.0;2.0;76.1471;121.937;3.0;2.0;76.14709844115208;130.2126126514289;0;0.0;1
transcoder-set:ADD_1_TO_A_GIVEN_NUMBER_prep:cmpfunc;1.0;1.0;128.0;145.539;3.0;1.0;77.70923408096293;130.33701563969998;1;1.0;2
transcoder-set:PROGRAMMING_PUZZLE_ASSIGN_VALUE_WITHOUT_CONTROL_STATEMENT_prep:f_gold;5.0;1.0;134.886;119.194;4.0;1.0;108.0;123.96494896881185;0;0.0;4
tar-1.34:create_prep:check_links;15.0;6.0;416.152;94.3881;21.0;5.0;491.14287513701964;88.30571412655152;1;11.0;0
libxml2:libxml2-py_prep:libxml_xmlUCSIsCatP;13.0;3.0;518.058;96.2574;15.0;3.0;418.7639251168273;95.04558859184132;0;0.0;3
transcoder-set:COUNT_DIGITS_FACTORIAL_SET_2_prep:cmpfunc;1.0;1.0;128.0;145.539;3.0;1.0;77.70923408096293;130.33701563969998;1;1.0;2
libxml2:libxml2-py_prep:libxml_xmlSchemaNewMemParserCtxt;12.0;2.0;445.0;98.5745;12.0;2.0;455.0;98.45896569488946;0;0.0;5
transcoder-set:FIND_WHETHER_AN_ARRAY_IS_SUBSET_OF_ANOTHER_ARRAY_SET_1_1_prep:f_gold;15.0;8.0;665.86;91.484;16.0;8.0;815.5559996942496;89.38393823766212;0;0.0;6
make-4.4.1:hash_prep:hash_load;11.0;2.0;232.193;103.367;11.0;2.0;286.7268228066066;102.26974096773134;0;0.0;5
lil:lil_prep:lil_clone_value;19.0;5.0;682.058;88.2195;20.0;5.0;773.2943518700515;86.73570637660801;1;12.0;1
nettle-3.9.1:siv-ghash-set-key_prep:_nettle_siv_ghash_set_key;8.0;1.0;197.654;109.593;6.0;1.0;205.13385445731566;114.06045048241648;0;0.0;2
transcoder-set:FIND_MINIMUM_NUMBER_DIVIDED_MAKE_NUMBER_PERFECT_SQUARE_prep:f_filled;1.0;1.0;22.4588;154.589;4.0;1.0;31.69925001442312;130.33930763674556;0;0.0;1
diffutils-3.10:analyze_prep:diff_2_files;171.0;45.0;9359.26;29.8056;21.0;5.0;590.1456895850393;87.35081543171074;0;0.0;4
json-c:linkhash_prep:lh_ptr_equal;4.0;1.0;85.9516;125.152;3.0;2.0;98.09910819000814;128.89539388991378;0;0.0;2
gprolog-1.5.0:ma2asm_prep:BT_String_List;5.0;1.0;84.0;121.657;3.0;1.0;79.9544533632097;130.18890379774788;0;0.0;1
transcoder-set:CIRCLE_LATTICE_POINTS_prep:main;14.0;3.0;555.409;94.6948;13.0;3.0;398.8424910217125;97.61727419516251;1;5.0;2
nettle-3.9.1:sha512_prep:nettle_sha512_update;6.0;5.0;1565.18;102.574;40.0;7.0;1392.9635212007017;71.98637115503313;0;0.0;5
json.h:allow_json5_prep:json_value_is_false;3.0;1.0;77.6618;130.34;9.0;2.0;94.0116453487578;111.31918480846814;1;4.0;1
heman:mat4_prep:kmMat4RotationYawPitchRoll;12.0;1.0;362.212;99.8749;11.0;1.0;380.7962075615274;101.02432199325494;0;0.0;4
tmux:screen-write_prep:screen_write_clearstartofscreen;18.0;3.0;840.379;88.4699;8.0;1.0;136.16184010614157;111.53105729384734;1;2.0;2
gprolog-1.5.0:c_supp_prep:Pl_Rd_In_Char;9.0;5.0;655.39;100.532;14.0;3.0;386.64717593502576;96.57820580732721;1;1.0;2
lil:lil_prep:lil_alloc_env;7.0;1.0;137.608;113.639;9.0;2.0;208.9735285398626;107.16548239871024;1;2.0;2
transcoder-set:FIND_MAXIMUM_HEIGHT_PYRAMID_FROM_THE_GIVEN_ARRAY_OF_OBJECTS_prep:cmpfunc;1.0;1.0;128.0;145.539;3.0;1.0;77.70923408096293;130.33701563969998;1;1.0;2
nettle-3.9.1:dsa-sha256-verify_prep:nettle_dsa_sha256_verify;10.0;1.0;322.023;103.44;5.0;1.0;298.0225625468751;115.07182599477159;2;1.0;4
transcoder-set:FIND_INDEX_OF_AN_EXTRA_ELEMENT_PRESENT_IN_ONE_SORTED_ARRAY_1_prep:cmpfunc;1.0;1.0;128.0;145.539;3.0;1.0;77.70923408096293;130.33701563969998;1;1.0;2
transcoder-set:COUNT_DISTINCT_NON_NEGATIVE_PAIRS_X_Y_SATISFY_INEQUALITY_XX_YY_N_2_prep:min;1.0;2.0;83.7618;147.515;3.0;2.0;75.28421251514428;130.27187457489046;0;0.0;2
screen-4.9.0:display_prep:freetty;17.0;4.0;451.891;92.392;17.0;4.0;366.4085184406181;93.48244964223517;0;0.0;1
gprolog-1.5.0:fd_range_prep:Pl_Range_Mod_Range;24.0;5.0;918.387;82.8879;23.0;5.0;881.6518222585223;83.78964816457918;0;0.0;4
transcoder-set:ONE_LINE_FUNCTION_FOR_FACTORIAL_OF_A_NUMBER_prep:len;1.0;1.0;121.114;145.827;3.0;1.0;98.09910819000814;129.1253938899138;0;0.0;1
which-2.21:bash_prep:get_current_user_info;25.0;5.0;1351.14;80.219;26.0;5.0;1000.7476546981487;81.1446222815581;0;0.0;1
transcoder-set:SMALLEST_POWER_OF_2_GREATER_THAN_OR_EQUAL_TO_N_1_prep:f_filled;1.0;1.0;30.0;153.084;3.0;1.0;30.0;135.2862545389334;0;0.0;1
transcoder-set:COUNT_OBTUSE_ANGLES_CIRCLE_K_EQUIDISTANT_POINTS_2_GIVEN_POINTS_prep:f_filled;1.0;1.0;46.507;150.804;3.0;1.0;57.3594000115385;131.9159298954054;0;0.0;3
screen-4.9.0:search_prep:Search;16.0;6.0;697.673;90.6558;20.0;6.0;584.2015251629813;87.963857965115;0;0.0;1
gawk-5.2.2:gawkmisc_prep:gawk_name;7.0;2.0;224.663;110.86;10.0;2.0;146.94555522617034;107.28979833657003;1;5.0;1
gawk-5.2.2:msg_prep:err;59.0;20.0;4605.97;56.4813;3.0;1.0;74.23092131656186;130.57514080153922;0;0.0;3
tar-1.34:misc_prep:undo_last_backup;18.0;6.0;625.134;89.3186;19.0;5.0;620.1165036195575;88.71457021636239;1;11.0;0
binn-3.0:binn_prep:binn_list_str;5.0;1.0;172.877;117.904;5.0;1.0;232.19280948873623;116.3697516887039;0;0.0;3
tinycc:tccpp_prep:tok_str_new;7.0;1.0;193.262;111.873;9.0;1.0;204.3263250706733;107.51242643498462;1;5.0;1
json.h:allow_equals_in_object_prep:json_write_pretty_get_array_size;22.0;4.0;692.857;85.9928;19.0;4.0;716.3039649489003;88.19474457109915;2;1.0;5
libxml2:entities_prep:xmlNewEntity;11.0;4.0;588.827;98.0678;8.0;3.0;236.83666567851094;108.19271923298282;1;3.0;5
bc-1.07.1:eval_prep:dc_evalfile;123.0;37.0;4498.54;40.7928;11.0;2.0;254.78981086905299;102.88381412304241;1;5.0;1
make-4.4.1:shuffle_prep:shuffle_get_mode;5.0;2.0;131.77;119.086;9.0;2.0;112.58797503894243;110.38154028193735;1;4.0;0
nano-7.2:winio_prep:reserve_space_for;8.0;2.0;199.037;109.327;10.0;2.0;225.62110647077242;105.06006471754158;1;5.0;1
libxml2:xmlunicode_prep:xmlUCSIsBopomofo;4.0;2.0;95.1839;124.392;7.0;3.0;92.0;115.27295498464892;0;0.0;1
tulipindicators-0.9.1:tiamalgamation_prep:ti_todeg;1.0;2.0;446.527;138.812;9.0;2.0;378.9225176199506;104.07083677219417;0;0.0;4
gprolog-1.5.0:oper_supp_prep:Pl_Full_Nth_Root;37.0;11.0;2182.51;69.9943;26.0;4.0;1210.357108119455;80.38574831027924;1;17.0;3
libxml2:xmlsave_prep:xmlSaveFormatFile;4.0;1.0;152.925;122.156;3.0;1.0;125.09775004326937;127.86118467694004;0;0.0;3
json.h:allow_multi_line_strings_prep:json_parse_array;57.0;9.0;2088.0;63.684;46.0;5.0;1078.3568466851927;71.51340201570956;0;0.0;3
less-633:ch_prep:ch_end_seek;15.0;6.0;553.182;92.908;21.0;6.0;440.92347162443184;88.63660561026583;1;10.0;0
tulipindicators-0.9.1:tiamalgamation_prep:ti_bop_start;4.0;1.0;68.5324;126.33;4.0;1.0;57.3594000115385;127.25548032168658;0;0.0;1
screen-4.9.0:nethack_prep:DoNLS;13.0;4.0;277.326;99.2768;13.0;4.0;225.62110647077242;100.34976363316824;0;0.0;3
nettle-3.9.1:ecc-a-to-j_prep:_nettle_ecc_a_to_j;16.0;3.0;822.397;90.4905;13.0;3.0;646.8693597161529;95.1026697520141;1;7.0;3
gprolog-1.5.0:wam_inst_prep:Pl_Unify_Integer;5.0;1.0;120.0;119.802;3.0;1.0;77.70923408096293;130.33701563969998;0;0.0;1
transcoder-set:MAXIMIZE_VOLUME_CUBOID_GIVEN_SUM_SIDES_1_prep:max;1.0;2.0;83.7618;147.515;3.0;2.0;75.28421251514428;130.27187457489046;0;0.0;2
libxml2:buf_prep:xmlBufferShrink;17.0;5.0;574.48;90.9139;21.0;5.0;537.3022877444719;87.83862005987069;1;12.0;2
nettle-3.9.1:ecc-mod-arith_prep:_nettle_ecc_mod_add;10.0;3.0;660.675;99.2432;3.0;1.0;60.94436251225965;131.60068186195994;0;0.0;4
transcoder-set:PROGRAM_TO_FIND_REMAINDER_WITHOUT_USING_MODULO_OR_OPERATOR_prep:f_filled;1.0;1.0;34.8692;152.302;3.0;1.0;44.97261104228487;133.18100188654878;0;0.0;2
heman:plane_prep:kmPlaneDotCoord;6.0;1.0;210.908;113.916;7.0;1.0;182.753036258765;112.16394987891596;1;1.0;2
transcoder-set:NON_REPEATING_ELEMENT_prep:sort;1.0;1.0;110.361;146.31;3.0;1.0;131.68575291675114;127.59430511571438;0;0.0;2
transcoder-set:WAYS_TO_WRITE_N_AS_SUM_OF_TWO_OR_MORE_POSITIVE_INTEGERS_prep:main;14.0;3.0;555.409;94.6948;12.0;3.0;436.39810378076373;98.4460267476268;1;1.0;2
tulipindicators-0.9.1:tiamalgamation_prep:ti_edecay;13.0;3.0;656.391;95.0267;16.0;3.0;630.8453923150421;91.86934647515265;1;6.0;4
transcoder-set:MINIMAL_OPERATIONS_MAKE_NUMBER_MAGICAL_prep:cmpfunc;1.0;1.0;128.0;145.539;3.0;1.0;77.70923408096293;130.33701563969998;1;1.0;2
tar-1.34:incremen_prep:purge_directory;6.0;2.0;85.9516;118.354;7.0;2.0;72.33974351909448;116.75311244397147;1;2.0;1
libosip2-5.3.1:osip_from_prep:osip_generic_param_set_name;3.0;1.0;76.0;130.453;3.0;1.0;85.95159310338741;129.81280273574149;1;1.0;2
binn-3.0:binn_prep:binn_object_uint64;5.0;1.0;175.693;117.82;5.0;1.0;253.82374477961895;115.90657725719953;0;0.0;3
lodepng:lodepng_prep:lodepng_chunk_type_equals;4.0;5.0;349.775;116.934;12.0;3.0;318.9478887145537;100.07636807130442;0;0.0;2
gawk-5.2.2:symbol_prep:pop_context;13.0;2.0;387.644;97.9954;13.0;2.0;265.9278250418271;99.95505073394301;1;7.0;0
tulipindicators-0.9.1:mfi_prep:ti_mfi_start;3.0;1.0;76.0;130.453;3.0;1.0;68.11428751370197;131.02230855938677;1;1.0;1
nano-7.2:winio_prep:warn_and_briefly_pause;7.0;1.0;129.658;113.949;8.0;1.0;114.6940428629768;112.42325297702467;1;4.0;1
gawk-5.2.2:io_prep:init_io;13.0;3.0;235.225;100.363;14.0;3.0;242.49926261033687;99.00407817836066;1;5.0;0
which-2.21:which_prep:xrealloc;12.0;4.0;338.575;99.5358;13.0;4.0;361.20986172877406;97.90263296509158;0;0.0;2
libxml2:libxml2-py_prep:libxml_xmlNewComment;11.0;2.0;397.458;100.572;14.0;2.0;361.65633065824187;97.15566039025359;1;4.0;3
libxml2:valid_prep:xmlCopyElementContent;4.0;1.0;91.3765;124.834;3.0;1.0;68.53238859703687;130.99048733284963;0;0.0;1
nano-7.2:utils_prep:recode_NUL_to_LF;9.0;3.0;171.895;107.951;11.0;3.0;264.6998028171593;102.45539548628938;0;0.0;4
mcsim-6.2.0:random_prep:Chi2Random;4.0;1.0;76.1471;125.782;3.0;1.0;59.207035490257475;131.75107096021492;0;0.0;1
tar-1.34:hash_prep:hash_get_entries;21.0;5.0;512.928;88.08;20.0;5.0;605.3272943230144;88.00913683908074;0;0.0;4
tmux:tty_prep:tty_cmd_alignmenttest;15.0;3.0;729.104;92.1621;15.0;3.0;640.6380531585236;92.83477062568156;0;0.0;2
nettle-3.9.1:dsa-compat_prep:nettle_dsa_private_key_clear;5.0;1.0;64.725;123.012;5.0;1.0;70.30835464468075;122.58207451918727;1;1.0;1
less-633:xbuf_prep:xbuf_pop;6.0;2.0;174.229;114.68;9.0;2.0;202.04660144782298;107.34077031779337;1;4.0;1
transcoder-set:CALCULATE_AREA_TETRAHEDRON_prep:len;1.0;1.0;121.114;145.827;3.0;1.0;92.0;129.4591803229216;0;0.0;1
transcoder-set:INTEGER_POSITIVE_VALUE_POSITIVE_NEGATIVE_VALUE_ARRAY_1_prep:f_gold;12.0;3.0;374.974;99.2349;14.0;3.0;390.0;96.53330821678964;0;0.0;5
gprolog-1.5.0:c_supp_prep:Pl_Rd_Boolean_Check;13.0;8.0;776.693;93.0016;27.0;10.0;604.2965904129583;82.00630414078958;0;0.0;2
json.h:allow_json5_prep:json_write_pretty_get_array_size;22.0;4.0;692.857;85.9928;20.0;4.0;717.3322606162978;87.35633365504218;2;1.0;2
findutils-4.9.0:safe-atoi_prep:safe_atoi;33.0;23.0;3963.52;65.9852;15.0;3.0;460.12332512836576;94.55581507353088;1;8.0;3
transcoder-set:COUNT_NUMBER_OF_OCCURRENCES_OR_FREQUENCY_IN_A_SORTED_ARRAY_prep:min;1.0;2.0;83.7618;147.515;3.0;2.0;71.69925001442311;130.5255834285715;0;0.0;2
libxml2:xlink_prep:xlinkSetDefaultHandler;4.0;1.0;41.5132;128.937;5.0;1.0;50.18947501009619;124.3349180320439;1;1.0;1
json-c:test_compare_prep:main;190.0;31.0;8503.28;31.8175;70.0;7.0;1283.4618564024745;63.346332415284564;0;0.0;1
nettle-3.9.1:timing_prep:time_init;14.0;2.0;180.085;100.781;14.0;2.0;165.66917302429982;101.21530835581916;0;0.0;0
patch-2.7.6:patch_prep:similar;27.0;20.0;944.627;77.3833;38.0;23.0;1241.286490100682;69.73680542590958;0;0.0;4
tmux:paste_prep:paste_free;11.0;2.0;250.768;102.967;12.0;2.0;323.33235014711585;100.23537241481299;1;7.0;1
transcoder-set:SUM_SERIES_ALTERNATE_SIGNED_SQUARES_AP_prep:min;1.0;2.0;83.7618;147.515;3.0;2.0;71.69925001442311;130.5255834285715;0;0.0;2
transcoder-set:TURN_OFF_THE_RIGHTMOST_SET_BIT_prep:max;1.0;2.0;83.7618;147.515;3.0;2.0;71.69925001442311;130.5255834285715;0;0.0;2
pexec-1.0rc8:str_prep:strappend;19.0;9.0;1021.05;85.2014;28.0;7.0;854.3503519631478;80.30651187428869;0;0.0;2
json.h:allow_hexadecimal_numbers_prep:json_skip_c_style_comments;40.0;11.0;1375.04;71.1337;45.0;12.0;1535.0;68.4233822336101;1;17.0;1
make-4.4.1:misc_prep:make_ulltoa;6.0;1.0;120.928;116.808;6.0;1.0;129.26767504471167;116.46169327318938;1;2.0;2
genann:genann_prep:genann_act_output_indirect;3.0;1.0;98.0991;129.125;3.0;1.0;96.21143267166839;129.22643031815008;1;1.0;2
less-633:filename_prep:curr_ifile_changed;11.0;6.0;423.934;99.3163;9.0;6.0;393.5945635082689;102.95329081229279;0;0.0;0
tulipindicators-0.9.1:benchmark_prep:check_outputs;23.0;9.0;1363.51;80.6023;36.0;5.0;712.5544166142051;77.63894052321756;0;0.0;4
libxml2:catalog_prep:xmlCatalogSetDefaults;24.0;6.0;300.828;88.4615;14.0;7.0;302.86336008962905;96.92820617584391;1;8.0;1
pth-2.0.7:pth_high_prep:pth_readv_ev;40.0;17.0;3142.06;65.4565;35.0;6.0;1022.0944662821382;75.98939356775385;1;3.0;5
lodepng:lodepng_prep:lodepng_chunk_check_crc;7.0;2.0;307.16;109.234;6.0;2.0;283.6339404013986;112.14553738304281;0;0.0;1
uucp-1.07:pause_prep:usysdep_pause;5.0;1.0;57.3594;123.641;5.0;1.0;44.97261104228487;124.90562678153975;1;1.0;0
transcoder-set:CHECK_LARGE_NUMBER_DIVISIBLE_11_NOT_prep:sort;1.0;1.0;110.361;146.31;3.0;1.0;114.6940428629768;128.31268687581462;0;0.0;2
tar-1.34:quotearg_prep:quotearg_style_mem;5.0;1.0;127.438;119.489;3.0;1.0;108.0;128.6253985425307;0;0.0;3
nettle-3.9.1:siv-cmac-aes256_prep:nettle_siv_cmac_aes256_decrypt_message;11.0;1.0;368.017;101.202;14.0;1.0;339.267146704276;97.71797449008656;1;1.0;8
tmux:window_prep:window_lost_pane;21.0;7.0;1056.89;83.8607;22.0;7.0;561.9065989627417;86.39216691685488;1;7.0;2
tmux:mode-tree_prep:mode_tree_zoom;11.0;4.0;396.822;100.12;13.0;4.0;392.5512476486815;97.46995151014625;0;0.0;2
nettle-3.9.1:gcm-camellia256_prep:nettle_gcm_camellia256_update;6.0;1.0;191.756;114.411;5.0;1.0;147.14866228501222;118.7416002227423;1;1.0;3
hello-2.12.1:dirname_prep:dir_name;8.0;2.0;130.799;111.51;9.0;2.0;127.43782540330756;109.73729311797054;1;4.0;1
transcoder-set:FINDING_POWER_PRIME_NUMBER_P_N_prep:max;1.0;2.0;83.7618;147.515;3.0;2.0;75.28421251514428;130.27187457489046;0;0.0;2
nettle-3.9.1:nist-keywrap_prep:nettle_aes192_keyunwrap;8.0;1.0;220.078;109.034;9.0;1.0;155.32358796751288;108.93830670072255;0;0.0;5
transcoder-set:COUNT_PAIRS_DIFFERENCE_EQUAL_K_1_prep:sort;1.0;1.0;110.361;146.31;3.0;1.0;118.94197037642039;128.12357512612607;0;0.0;2
libosip2-5.3.1:sdp_message_prep:sdp_key_init;8.0;3.0;408.938;105.353;17.0;3.0;523.1868677283866;91.8602625867029;1;8.0;1
libxml2:relaxng_prep:xmlRelaxParserSetFlag;15.0;5.0;389.901;94.9569;14.0;4.0;370.16632899843546;96.57471855944073;0;0.0;2
pth-2.0.7:pth_string_prep:__pth_snprintf;14.0;1.0;243.003;99.4533;12.0;1.0;272.62550365218334;101.3523970993592;0;0.0;3
tar-1.34:xheader_prep:xheader_destroy;14.0;4.0;697.582;93.2796;19.0;4.0;521.7488087136612;89.8427199714457;1;13.0;1
libxml2:libxml2-py_prep:libxml_xmlXPathVariableLookup;14.0;3.0;707.816;93.4339;10.0;2.0;445.87766793481876;101.51788943177148;0;0.0;4
transcoder-set:SUM_SERIES_12_32_52_2N_12_prep:sort;1.0;1.0;110.361;146.31;3.0;1.0;131.68575291675114;127.59430511571438;0;0.0;2
libxml2:threads_prep:xmlCleanupThreads;4.0;1.0;18.0947;133.255;4.0;1.0;22.458839376460833;132.13127313109095;0;0.0;0
transcoder-set:SUM_SERIES_0_6_0_06_0_006_0_0006_N_TERMS_prep:f_filled;1.0;1.0;24.0;154.244;3.0;1.0;38.039100017307746;134.05168511513583;0;0.0;1
nano-7.2:cut_prep:zap_text;13.0;5.0;789.869;93.6041;15.0;5.0;556.8620251010043;93.10353575009128;1;9.0;0
transcoder-set:CHECK_LARGE_NUMBER_DIVISIBLE_4_NOT_prep:f_filled;1.0;1.0;33.2193;152.554;7.0;1.0;68.53238859703687;117.26426199457694;1;2.0;1
transcoder-set:MAXIMUM_PROFIT_BY_BUYING_AND_SELLING_A_SHARE_AT_MOST_K_TIMES_prep:main;26.0;3.0;5918.02;72.3629;4.0;1.0;775.0466628526453;113.71683051395698;0;0.0;2
tmux:window_prep:window_pane_find_by_id_str;12.0;3.0;450.832;98.2768;14.0;3.0;429.1037751197119;96.03643755368432;1;8.0;1
transcoder-set:PROGRAM_TO_FIND_THE_AREA_OF_PENTAGON_prep:cmpfunc;1.0;1.0;128.0;145.539;3.0;1.0;77.70923408096293;130.33701563969998;1;1.0;2
bc-1.07.1:load_prep:addbyte;20.0;3.0;640.299;88.1771;26.0;3.0;787.1891270165378;82.85279971027981;3;1.0;1
transcoder-set:SUM_LARGEST_PRIME_FACTOR_NUMBER_LESS_EQUAL_N_prep:sort;1.0;1.0;110.361;146.31;3.0;1.0;118.94197037642039;128.12357512612607;0;0.0;2
indent-2.2.13:lexi_prep:cleanup_user_specials;12.0;3.0;207.453;102.313;13.0;3.0;298.0560051675714;99.13195709973567;1;7.0;2
patch-2.7.6:malloca_prep:freea;13.0;3.0;298.555;99.1233;13.0;3.0;319.62990083359426;98.76856882297352;1;5.0;1
gawk-5.2.2:eval_prep:grow_stack;9.0;1.0;340.059;104.864;8.0;1.0;377.40452510528877;106.22979538480885;0;0.0;1
nettle-3.9.1:pkcs1-decrypt_prep:nettle_pkcs1_decrypt;13.0;2.0;466.155;97.0363;12.0;1.0;359.4905936394403;99.91413461259955;1;6.0;5
gprolog-1.5.0:ma2asm_prep:Is_Code_Defined;5.0;1.0;116.758;119.945;5.0;1.0;104.2481250360578;120.53388166725958;1;1.0;1
tulipindicators-0.9.1:marketfi_prep:ti_marketfi_start;4.0;1.0;68.5324;126.33;4.0;1.0;57.3594000115385;127.25548032168658;0;0.0;1
libxml2:xpath_prep:xmlXPathCastToNumber;4.0;1.0;93.7654;124.7;5.0;1.0;80.0;121.91056731826342;1;1.0;1
heman:vec3_prep:kmVec3Reflect;6.0;1.0;229.062;113.487;6.0;1.0;240.80930740641406;113.22666870202553;0;0.0;4
tulipindicators-0.9.1:log10_prep:ti_log10_start;1.0;1.0;68.5324;148.788;6.0;1.0;70.30835464468075;119.6284652991252;1;1.0;1
nano-7.2:winio_prep:get_softwrap_breakpoint;37.0;15.0;1633.21;70.582;4.0;1.0;82.0447025077789;125.39425724332409;0;0.0;4
nettle-3.9.1:ecc-point_prep:nettle_ecc_point_clear;5.0;1.0;112.588;120.134;5.0;1.0;106.60593781761291;120.41758191598959;1;1.0;1
libosip2-5.3.1:osip_authorization_prep:osip_authorization_get_algorithm;3.0;1.0;55.5066;132.087;3.0;1.0;55.35090589819676;132.10127718970193;1;1.0;1
json.h:allow_hexadecimal_numbers_prep:json_value_as_number;6.0;2.0;158.123;115.184;9.0;2.0;121.11360846386408;110.00197095345855;1;4.0;1
libxml2:libxml2-py_prep:libxml_xmlRelaxNGFreeParserCtxt;11.0;3.0;636.031;97.8968;13.0;3.0;334.35764566378015;98.53432208860227;1;1.0;1
libosip2-5.3.1:osip_content_type_prep:osip_content_type_clone;30.0;7.0;1144.94;77.6664;34.0;7.0;1102.805186964734;75.8337751117572;1;21.0;3
gprolog-1.5.0:wam2ma_prep:F_put_structure;7.0;1.0;635.594;105.683;12.0;1.0;553.8098334445432;97.66704116560985;0;0.0;5
libosip2-5.3.1:ict_fsm_prep:ict_retransmit_ack;13.0;2.0;582.52;95.8775;8.0;1.0;417.9470570797252;105.69920223743196;0;0.0;2
transcoder-set:MAXIMUM_TRIPLET_SUM_ARRAY_2_prep:sort;1.0;1.0;110.361;146.31;5.0;1.0;144.94647495169912;118.82001023132531;1;1.0;2
libxml2:types_prep:libxml_xmlParserInputBufferPtrWrap;13.0;2.0;371.382;98.2182;9.0;2.0;285.2932501298081;105.54667033189266;0;0.0;1
libxml2:libxml2-py_prep:libxml_xmlUCSIsCherokee;13.0;3.0;518.058;96.2574;14.0;3.0;439.44362512259653;95.91262218047697;0;0.0;3
libxml2:valid_prep:xmlValidateNotationUse;17.0;7.0;890.817;88.1728;14.0;7.0;646.240625180289;92.98717728025463;0;0.0;3
optipng-0.7.8:gzlib_prep:gzeof;9.0;5.0;299.558;104.603;10.0;5.0;298.0225625468751;102.92284166970045;0;0.0;2
less-633:charset_prep:put_wchar;37.0;7.0;2920.8;69.3992;41.0;6.0;1952.2290350010137;70.0611516326982;1;5.0;2
transcoder-set:SUM_SQUARES_BINOMIAL_COEFFICIENTS_prep:max;1.0;2.0;83.7618;147.515;3.0;2.0;75.28421251514428;130.27187457489046;0;0.0;2
transcoder-set:FIND_LARGEST_PRIME_FACTOR_NUMBER_prep:min;1.0;2.0;83.7618;147.515;3.0;2.0;71.69925001442311;130.5255834285715;0;0.0;2
transcoder-set:SMALLEST_SUM_CONTIGUOUS_SUBARRAY_prep:f_filled;1.0;1.0;44.9726;150.979;1.0;1.0;41.51317942364757;151.39474304287458;0;0.0;2
transcoder-set:PROGRAM_AREA_SQUARE_prep:min;1.0;2.0;83.7618;147.515;3.0;2.0;71.69925001442311;130.5255834285715;0;0.0;2
